Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,State of the Building_Numeric,PEB_Numeric,Province_Numeric,Type of Property_Numeric,Subtype of Property_Grouped,Subtype of Property_Grouped_Numeric
Antwerpen,2018,Province of Antwerp,Apartment,apartment,925000.0,4.0,276,1,0,0,1,20.0,0,0.0,0,0.0,2.0,B,157.0,Good,4,2,2,0,Apartments,1
Rixensart,1330,Province of Walloon Brabant,House,villa,1495000.0,6.0,850,1,0,0,1,118.0,1,1.0,0,2007.0,4.0,A,68.0,As new,6,1,7,1,Luxury Properties,4
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,199000.0,1.0,60,1,0,0,1,3.0,0,0.0,0,0.0,2.0,C,137.0,As new,6,3,1,0,Apartments,1
Boechout,2530,Province of Antwerp,House,house,690000.0,5.0,320,1,0,0,0,0.0,1,350.0,0,631.0,4.0,C,232.0,To be done up,3,3,2,1,Houses,2
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,1500000.0,3.0,274,1,0,0,0,0.0,0,0.0,0,0.0,2.0,E,214.0,As new,6,5,1,0,Apartments,1
Zottegem,9620,Province of East Flanders,House,house,415000.0,4.0,120,0,0,0,0,0.0,0,0.0,0,225.0,3.0,A,65.0,Good,4,1,3,1,Houses,2
Willebroek,2830,Province of Antwerp,Apartment,apartment,299000.0,2.0,109,1,0,0,1,8.0,0,0.0,0,0.0,0.0,B,110.0,Just renovated,5,2,2,0,Apartments,1
Liedekerke,1770,Province of Flemish Brabant,Apartment,apartment,199000.0,2.0,112,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,245.0,To be done up,3,3,5,0,Apartments,1
Mortsel,2640,Province of Antwerp,House,apartment-block,2250000.0,16.0,656,0,0,0,1,106.0,0,0.0,0,0.0,0.0,A,97.0,Good,4,1,2,1,Specialized Properties,3
Zelzate,9060,Province of East Flanders,House,house,650000.0,6.0,222,0,0,0,0,0.0,0,0.0,0,489.0,4.0,D,332.0,As new,6,4,3,1,Houses,2
Antwerpen,2000,Province of Antwerp,Apartment,duplex,1950000.0,3.0,240,1,0,0,1,45.0,0,0.0,0,0.0,2.0,A,74.0,As new,6,1,2,0,Apartments,1
Niel,2845,Province of Antwerp,House,house,279000.0,3.0,124,1,0,0,0,0.0,0,0.0,0,90.0,2.0,C,280.0,Good,4,3,2,1,Houses,2
Zeebrugge,8380,Province of West Flanders,Apartment,apartment,299000.0,3.0,89,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,182.0,Good,4,2,4,0,Apartments,1
Oostende,8400,Province of West Flanders,Apartment,apartment,199000.0,1.0,45,0,0,0,1,3.0,0,0.0,0,0.0,0.0,B,158.0,Not specified,7,2,4,0,Apartments,1
Antwerpen-borgerhout,2140,Province of Antwerp,Apartment,loft,795000.0,4.0,390,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,117.0,Good,4,2,2,0,Specialized Properties,3
Knokke-heist,8300,Province of West Flanders,Apartment,duplex,2795000.0,3.0,237,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,109.0,As new,6,2,4,0,Apartments,1
Eeklo,9900,Province of East Flanders,House,house,485000.0,4.0,167,0,0,0,0,0.0,0,0.0,1,1012.0,0.0,C,202.0,Good,4,3,3,1,Houses,2
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,165000.0,1.0,28,0,1,0,0,0.0,0,0.0,0,0.0,2.0,F,276.0,As new,6,6,1,0,Apartments,1
Bruxelles,1000,Brussels-Capital Region,House,apartment-block,1850000.0,16.0,600,0,0,0,0,0.0,0,0.0,0,0.0,3.0,E,274.0,To be done up,3,5,1,1,Specialized Properties,3
Affligem,1790,Province of Flemish Brabant,House,house,369000.0,3.0,190,0,0,0,0,0.0,0,0.0,0,570.0,4.0,C,267.0,Good,4,3,5,1,Houses,2
Oudenaarde,9700,Province of East Flanders,House,house,165000.0,3.0,117,0,1,0,0,0.0,0,0.0,0,293.0,2.0,F,1138.0,To renovate,2,6,3,1,Houses,2
Anderlecht,1070,Brussels-Capital Region,House,house,249000.0,2.0,80,1,0,0,0,0.0,0,0.0,0,45.0,2.0,G,349.0,To renovate,2,7,1,1,Houses,2
Liege-grivegnee,4030,Province of Liège,House,villa,600000.0,5.0,304,1,0,1,1,60.0,0,0.0,0,1394.0,4.0,D,270.0,As new,6,4,6,1,Luxury Properties,4
Beersel,1650,Province of Flemish Brabant,House,house,285000.0,3.0,193,0,0,0,0,0.0,1,300.0,0,477.0,3.0,F,641.0,To renovate,2,6,5,1,Houses,2
Ravels-poppel,2382,Province of Antwerp,House,villa,1850000.0,6.0,1000,1,0,0,0,0.0,1,2500.0,1,3206.0,4.0,A,96.0,As new,6,1,2,1,Luxury Properties,4
Deinze,9800,Province of East Flanders,Apartment,apartment,305000.0,2.0,90,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,95.0,Good,4,1,3,0,Apartments,1
Woluwe-saint-pierre,1150,Brussels-Capital Region,Apartment,apartment,855000.0,3.0,215,0,0,0,0,0.0,0,0.0,0,0.0,0.0,E,262.0,As new,6,5,1,0,Apartments,1
Habay-la-vieille,6723,Province of Luxembourg,House,exceptional-property,475000.0,3.0,131,1,0,0,0,0.0,0,0.0,0,2148.0,4.0,D,300.0,Good,4,4,8,1,Luxury Properties,4
Knokke-zoute,8300,Province of West Flanders,Apartment,apartment,3495000.0,3.0,210,1,0,0,1,43.0,0,0.0,1,0.0,2.0,B,127.0,As new,6,2,4,0,Apartments,1
Genappe,1470,Province of Walloon Brabant,House,house,349000.0,3.0,140,0,0,0,1,25.0,0,0.0,0,701.0,4.0,Not specified,317.0,To renovate,2,8,7,1,Houses,2
Arlon,6700,Province of Luxembourg,Apartment,apartment,310000.0,2.0,85,1,0,0,1,21.0,0,0.0,0,0.0,2.0,A,76.0,Good,4,1,8,0,Apartments,1
Wavre,1301,Province of Walloon Brabant,House,house,1295000.0,5.0,385,1,0,0,1,80.0,0,0.0,1,5124.0,4.0,F,432.0,Not specified,7,6,7,1,Houses,2
Uccle,1180,Brussels-Capital Region,Apartment,ground-floor,765000.0,3.0,234,1,0,0,1,20.0,0,0.0,0,0.0,2.0,F,310.0,As new,6,6,1,0,Apartments,1
Marbaix-la-tour,6120,Province of Hainaut,House,house,695000.0,6.0,440,0,0,0,1,25.0,1,1600.0,1,1914.0,4.0,B,135.0,As new,6,2,9,1,Houses,2
Deinze,9800,Province of East Flanders,House,house,399500.0,3.0,132,0,0,0,0,0.0,0,0.0,0,800.0,2.0,A,85.0,Good,4,1,3,1,Houses,2
Fleurus,6220,Province of Hainaut,Apartment,apartment,149000.0,1.0,65,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,116.0,As new,6,2,9,0,Apartments,1
Kontich,2550,Province of Antwerp,House,apartment-block,318000.0,2.0,118,1,0,0,0,0.0,0,0.0,0,280.0,0.0,E,490.0,Not specified,7,5,2,1,Specialized Properties,3
Arlon,6700,Province of Luxembourg,Apartment,apartment,200000.0,2.0,127,1,0,0,0,0.0,1,200.0,0,0.0,4.0,E,360.0,Good,4,5,8,0,Apartments,1
Gent,9000,Province of East Flanders,Apartment,apartment,290000.0,2.0,78,1,0,0,0,0.0,0,0.0,0,0.0,0.0,D,321.0,Good,4,4,3,0,Apartments,1
Rixensart,1330,Province of Walloon Brabant,House,house,1295000.0,5.0,385,1,0,0,1,80.0,0,0.0,1,5124.0,4.0,F,432.0,Not specified,7,6,7,1,Houses,2
Vilvoorde,1800,Province of Flemish Brabant,Apartment,duplex,765000.0,4.0,260,1,0,0,1,12.0,0,0.0,0,0.0,2.0,B,106.0,As new,6,2,5,0,Apartments,1
Messancy,6780,Province of Luxembourg,House,house,299000.0,3.0,200,0,0,1,1,20.0,1,280.0,0,603.0,3.0,D,310.0,Good,4,4,8,1,Houses,2
Borsbeek,2150,Province of Antwerp,Apartment,apartment,319000.0,3.0,102,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,83.0,Just renovated,5,1,2,0,Apartments,1
Molenbeek-saint-jean,1080,Brussels-Capital Region,Apartment,apartment,160000.0,2.0,57,0,0,0,0,0.0,0,0.0,0,0.0,2.0,G,446.0,Not specified,7,7,1,0,Apartments,1
Zellik,1731,Province of Flemish Brabant,Apartment,apartment,205000.0,2.0,78,1,0,0,1,2.0,0,0.0,0,0.0,0.0,B,192.0,Good,4,2,5,0,Apartments,1
Rhode-saint-genese,1640,Province of Flemish Brabant,House,exceptional-property,2195000.0,6.0,900,1,0,1,1,1.0,1,1.0,1,4970.0,4.0,D,368.0,Good,4,4,5,1,Luxury Properties,4
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,1200000.0,3.0,343,1,0,0,0,0.0,1,80.0,0,0.0,2.0,C,148.0,As new,6,3,1,0,Apartments,1
Uccle,1180,Brussels-Capital Region,Apartment,flat-studio,200000.0,1.0,34,1,0,0,0,0.0,0,0.0,0,0.0,2.0,G,354.0,Good,4,7,1,0,Apartments,1
Oudenaarde,9700,Province of East Flanders,House,house,179000.0,3.0,102,0,0,0,0,0.0,0,0.0,0,173.0,3.0,F,930.0,To renovate,2,6,3,1,Houses,2
Liege,4020,Province of Liège,Apartment,apartment,219000.0,3.0,165,1,0,0,0,0.0,0,0.0,0,0.0,3.0,E,383.0,Good,4,5,6,0,Apartments,1
Ekeren,2180,Province of Antwerp,Apartment,apartment,205000.0,2.0,79,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,181.0,Good,4,2,2,0,Apartments,1
Mouscron,7700,Province of Hainaut,House,mansion,595000.0,4.0,490,1,0,0,0,0.0,1,435.0,0,867.0,3.0,C,235.0,As new,6,3,9,1,Luxury Properties,4
Antwerpen,2050,Province of Antwerp,Apartment,penthouse,729000.0,4.0,310,1,0,0,1,50.0,0,0.0,0,0.0,2.0,B,111.0,Just renovated,5,2,2,0,Apartments,1
Saint-leger-chatillon,6747,Province of Luxembourg,House,house,420000.0,3.0,120,0,0,0,1,10.0,1,700.0,0,815.0,4.0,D,258.0,Good,4,4,8,1,Houses,2
Schaerbeek,1030,Brussels-Capital Region,House,house,650000.0,6.0,263,1,0,1,0,0.0,0,0.0,0,0.0,2.0,E,259.0,Good,4,5,1,1,Houses,2
Dendermonde,9200,Province of East Flanders,House,house,329000.0,4.0,120,1,0,0,0,0.0,1,87.0,0,166.0,0.0,D,320.0,Good,4,4,3,1,Houses,2
Koekelberg,1081,Brussels-Capital Region,Apartment,apartment,210000.0,2.0,101,1,0,0,0,0.0,0,0.0,0,0.0,3.0,D,182.0,To renovate,2,4,1,0,Apartments,1
Bruxelles,1000,Brussels-Capital Region,House,apartment-block,625000.0,8.0,332,1,0,0,0,0.0,1,16.0,0,108.0,0.0,Not specified,317.0,Not specified,7,8,1,1,Specialized Properties,3
Uccle,1180,Brussels-Capital Region,Apartment,penthouse,1595000.0,2.0,271,1,0,0,1,225.0,0,0.0,1,0.0,2.0,F,335.0,As new,6,6,1,0,Apartments,1
Saint-josse-ten-noode,1210,Brussels-Capital Region,House,apartment-block,519000.0,5.0,240,0,0,0,0,0.0,0,0.0,0,0.0,2.0,Not specified,317.0,To renovate,2,8,1,1,Specialized Properties,3
Etalle,6740,Province of Luxembourg,House,house,494000.0,4.0,189,0,0,0,0,0.0,0,0.0,0,753.0,3.0,B,122.0,As new,6,2,8,1,Houses,2
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,apartment,395000.0,2.0,110,0,0,0,1,53.0,0,0.0,0,0.0,4.0,A,317.0,Good,4,1,7,0,Apartments,1
De-pinte,9840,Province of East Flanders,House,house,649500.0,4.0,211,0,0,0,1,20.0,1,280.0,0,579.0,3.0,B,178.0,Just renovated,5,2,3,1,Houses,2
Overijse,3090,Province of Flemish Brabant,House,bungalow,720000.0,3.0,270,1,0,0,1,30.0,1,160.0,0,555.0,4.0,C,218.0,As new,6,3,5,1,Houses,2
Estaimpuis-nechin,7730,Province of Hainaut,House,house,549000.0,5.0,311,1,0,0,1,50.0,1,854.0,1,1600.0,4.0,D,300.0,Good,4,4,9,1,Houses,2
Uccle,1180,Brussels-Capital Region,Apartment,duplex,1500000.0,3.0,534,1,0,0,1,60.0,1,1500.0,0,0.0,2.0,E,231.0,As new,6,5,1,0,Apartments,1
Musson,6750,Province of Luxembourg,Apartment,apartment,238000.0,2.0,100,0,0,0,1,18.0,0,0.0,0,0.0,2.0,C,218.0,Good,4,3,8,0,Apartments,1
Liege,4032,Province of Liège,Apartment,apartment,165000.0,3.0,92,0,0,0,0,0.0,0,0.0,0,0.0,3.0,D,272.0,Good,4,4,6,0,Apartments,1
Geraardsbergen,9500,Province of East Flanders,Apartment,apartment,213000.0,3.0,105,0,0,0,0,0.0,1,85.0,0,0.0,3.0,B,317.0,Not specified,7,2,3,0,Apartments,1
Aalst,9300,Province of East Flanders,Apartment,apartment,329000.0,3.0,200,0,0,0,1,100.0,0,0.0,0,0.0,0.0,C,266.0,Good,4,3,3,0,Apartments,1
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,apartment,425500.0,3.0,138,0,0,0,1,21.0,0,0.0,0,0.0,4.0,A,317.0,Good,4,1,7,0,Apartments,1
Hasselt,3500,Province of Limburg,Apartment,apartment,239000.0,2.0,108,0,0,0,1,15.0,0,0.0,0,0.0,0.0,C,212.0,Good,4,3,11,0,Apartments,1
Berchem,2600,Province of Antwerp,House,exceptional-property,1080000.0,5.0,305,0,0,0,0,0.0,1,94.0,0,223.0,2.0,C,211.0,Good,4,3,2,1,Luxury Properties,4
Dendermonde,9200,Province of East Flanders,House,house,729000.0,3.0,400,1,0,0,1,40.0,1,2229.0,0,2429.0,4.0,B,139.0,As new,6,2,3,1,Houses,2
Antwerpen,2018,Province of Antwerp,Apartment,apartment,295000.0,1.0,60,1,0,0,1,2.0,0,0.0,0,0.0,2.0,B,115.0,Just renovated,5,2,2,0,Apartments,1
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,apartment,435000.0,3.0,138,0,0,0,1,41.0,0,0.0,0,0.0,4.0,A,317.0,Good,4,1,7,0,Apartments,1
Strombeek-bever,1853,Province of Flemish Brabant,Apartment,apartment,220000.0,2.0,87,1,0,0,1,4.0,0,0.0,0,0.0,0.0,C,203.0,Not specified,7,3,5,0,Apartments,1
Braine-lalleud-lillois-witterzee,1428,Province of Walloon Brabant,House,villa,545000.0,3.0,250,1,0,0,1,30.0,0,0.0,1,1768.0,4.0,D,328.0,As new,6,4,7,1,Luxury Properties,4
Ittre,1460,Province of Walloon Brabant,House,exceptional-property,1595000.0,8.0,560,1,0,0,1,105.0,1,1500.0,1,34954.0,4.0,B,165.0,As new,6,2,7,1,Luxury Properties,4
Sint-kruis,8310,Province of West Flanders,House,apartment-block,975000.0,10.0,465,0,0,0,0,0.0,0,0.0,0,830.0,2.0,C,214.0,Not specified,7,3,4,1,Specialized Properties,3
Antwerpen,2018,Province of Antwerp,Apartment,duplex,375000.0,3.0,90,1,0,0,1,2.0,0,0.0,0,0.0,2.0,B,141.0,Just renovated,5,2,2,0,Apartments,1
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,apartment,475500.0,3.0,139,0,0,0,1,32.0,0,0.0,0,0.0,4.0,A,317.0,Good,4,1,7,0,Apartments,1
Schaerbeek,1030,Brussels-Capital Region,Apartment,apartment,210000.0,2.0,84,1,0,0,0,0.0,0,0.0,0,0.0,2.0,E,254.0,To renovate,2,5,1,0,Apartments,1
Yvoir,5530,Province of Namur,Apartment,apartment,220000.0,2.0,84,1,0,0,1,13.0,0,0.0,0,0.0,2.0,Not specified,317.0,Just renovated,5,8,10,0,Apartments,1
Braine-lalleud,1420,Province of Walloon Brabant,House,villa,545000.0,3.0,250,1,0,0,1,30.0,0,0.0,1,1768.0,4.0,D,328.0,As new,6,4,7,1,Luxury Properties,4
Stabroek,2940,Province of Antwerp,House,house,595000.0,4.0,263,0,0,0,0,0.0,0,0.0,0,873.0,4.0,D,355.0,Not specified,7,4,2,1,Houses,2
Nijlen-bevel,2560,Province of Antwerp,House,house,565000.0,4.0,240,1,0,0,0,0.0,0,0.0,0,753.0,3.0,A,88.0,Not specified,7,1,2,1,Houses,2
Aalst-erembodegem,9320,Province of East Flanders,House,house,239000.0,3.0,178,1,0,0,1,28.0,1,91.0,0,220.0,2.0,D,373.0,To be done up,3,4,3,1,Houses,2
Rhode-saint-genese,1640,Province of Flemish Brabant,House,house,1095000.0,3.0,211,1,0,0,0,0.0,0,0.0,0,892.0,4.0,C,264.0,Just renovated,5,3,5,1,Houses,2
Grimbergen,1850,Province of Flemish Brabant,House,house,480000.0,3.0,160,0,0,0,0,0.0,0,0.0,0,224.0,2.0,C,249.0,Good,4,3,5,1,Houses,2
Wellin,6920,Province of Luxembourg,House,house,99000.0,3.0,130,1,0,0,1,6.0,0,0.0,0,111.0,2.0,E,353.0,To renovate,2,5,8,1,Houses,2
Enghien,7850,Province of Hainaut,Apartment,apartment,220000.0,1.0,52,1,0,0,1,5.0,0,0.0,0,0.0,0.0,B,92.0,As new,6,2,9,0,Apartments,1
Nandrin,4550,Province of Liège,House,house,595000.0,4.0,223,1,0,0,1,57.0,0,0.0,0,2905.0,4.0,C,197.0,Good,4,3,6,1,Houses,2
Zele,9240,Province of East Flanders,House,mixed-use-building,1149000.0,3.0,480,0,0,0,1,42.0,0,0.0,0,3581.0,4.0,A,50.0,Not specified,7,1,3,1,Specialized Properties,3
Avelgem,8580,Province of West Flanders,House,house,249000.0,3.0,159,0,0,1,0,0.0,0,0.0,0,1039.0,4.0,F,738.0,To renovate,2,6,4,1,Houses,2
Deurne,2100,Province of Antwerp,Apartment,apartment,189000.0,3.0,78,1,0,0,0,0.0,0,0.0,0,0.0,2.0,D,329.0,Good,4,4,2,0,Apartments,1
Ronse,9600,Province of East Flanders,House,house,125000.0,2.0,145,1,0,0,1,10.0,0,0.0,0,88.0,2.0,F,555.0,To be done up,3,6,3,1,Houses,2
Westende,8434,Province of West Flanders,Apartment,apartment,225000.0,2.0,61,0,1,0,1,18.0,0,0.0,0,0.0,0.0,D,390.0,Good,4,4,4,0,Apartments,1
Saint-gilles,1060,Brussels-Capital Region,House,house,1500000.0,9.0,495,0,0,0,1,15.0,1,165.0,0,165.0,2.0,E,223.0,As new,6,5,1,1,Houses,2
Schoonaarde,9200,Province of East Flanders,Apartment,duplex,275000.0,2.0,131,1,0,0,1,8.0,0,0.0,0,0.0,2.0,B,127.0,Good,4,2,3,0,Apartments,1
Welle,9473,Province of East Flanders,House,town-house,529000.0,3.0,275,0,0,0,1,45.0,1,450.0,0,603.0,2.0,B,171.0,Just renovated,5,2,3,1,Houses,2
Edegem,2650,Province of Antwerp,Apartment,apartment,269000.0,2.0,105,1,0,0,1,10.0,0,0.0,0,0.0,2.0,B,166.0,Good,4,2,2,0,Apartments,1
Herent,3020,Province of Flemish Brabant,House,house,695000.0,5.0,257,1,0,1,1,35.0,0,0.0,0,0.0,4.0,C,246.0,Just renovated,5,3,5,1,Houses,2
Hoves,7830,Province of Hainaut,House,house,590000.0,4.0,350,1,0,1,1,400.0,1,200.0,1,1000.0,4.0,C,179.0,Good,4,3,9,1,Houses,2
Antwerpen,2000,Province of Antwerp,Apartment,penthouse,279000.0,1.0,71,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,217.0,Good,4,3,2,0,Apartments,1
Schaerbeek,1030,Brussels-Capital Region,Apartment,apartment,390000.0,2.0,97,1,0,0,1,5.0,0,0.0,0,0.0,3.0,C,133.0,As new,6,3,1,0,Apartments,1
Mechelen,2800,Province of Antwerp,House,house,840860.0,4.0,237,0,0,0,1,16.0,0,0.0,0,0.0,0.0,A,317.0,Not specified,7,1,2,1,Houses,2
Gent,9041,Province of East Flanders,House,house,399000.0,2.0,131,0,0,0,1,25.0,1,560.0,0,680.0,2.0,C,297.0,Just renovated,5,3,3,1,Houses,2
Houdemont,6724,Province of Luxembourg,House,house,595000.0,5.0,292,1,0,1,1,30.0,1,2500.0,0,3410.0,4.0,C,175.0,Good,4,3,8,1,Houses,2
Ronse,9600,Province of East Flanders,House,house,135000.0,2.0,88,0,0,0,0,0.0,0,0.0,0,40.0,2.0,C,290.0,Just renovated,5,3,3,1,Houses,2
Uccle,1180,Brussels-Capital Region,House,house,625000.0,0.0,260,0,0,0,0,0.0,0,0.0,0,245.0,4.0,Not specified,317.0,To renovate,2,8,1,1,Houses,2
Seraing,4100,Province of Liège,House,house,149000.0,4.0,105,1,0,0,0,0.0,0,0.0,0,48.0,2.0,D,286.0,Good,4,4,6,1,Houses,2
Uccle,1180,Brussels-Capital Region,Apartment,flat-studio,229000.0,1.0,50,1,0,0,0,0.0,0,0.0,0,0.0,4.0,F,333.0,As new,6,6,1,0,Apartments,1
Petit-enghien,7850,Province of Hainaut,House,apartment-block,650000.0,8.0,268,0,0,0,0,0.0,0,0.0,0,680.0,2.0,F,442.0,Not specified,7,6,9,1,Specialized Properties,3
Herent,3020,Province of Flemish Brabant,House,mixed-use-building,695000.0,5.0,257,1,0,1,1,35.0,0,0.0,0,0.0,4.0,C,246.0,Just renovated,5,3,5,1,Specialized Properties,3
Schaerbeek,1030,Brussels-Capital Region,House,house,675000.0,6.0,266,1,0,0,1,20.0,1,155.0,0,245.0,2.0,E,248.0,Just renovated,5,5,1,1,Houses,2
Etterbeek,1040,Brussels-Capital Region,Apartment,apartment,305000.0,2.0,71,1,0,0,0,0.0,0,0.0,0,0.0,2.0,E,237.0,Good,4,5,1,0,Apartments,1
Lapscheure,8340,Province of West Flanders,House,house,655000.0,3.0,203,0,0,0,0,0.0,0,0.0,0,619.0,3.0,Not specified,317.0,As new,6,8,4,1,Houses,2
Loverval,6280,Province of Hainaut,House,villa,599000.0,7.0,350,0,0,0,0,0.0,0,0.0,0,682.0,4.0,C,253.0,As new,6,3,9,1,Luxury Properties,4
Herent,3020,Province of Flemish Brabant,House,house,695600.0,4.0,231,1,0,0,0,0.0,0,0.0,0,644.0,4.0,C,246.0,As new,6,3,5,1,Houses,2
Oostende,8400,Province of West Flanders,House,house,309000.0,5.0,185,1,0,0,0,0.0,0,0.0,0,78.0,2.0,D,328.0,To be done up,3,4,4,1,Houses,2
Oostkerke,8340,Province of West Flanders,House,villa,460000.0,4.0,196,0,0,0,0,0.0,0,0.0,0,895.0,0.0,F,543.0,To renovate,2,6,4,1,Luxury Properties,4
Brakel,9660,Province of East Flanders,House,house,149000.0,3.0,184,1,0,0,0,0.0,1,230.0,0,397.0,2.0,D,399.0,To renovate,2,4,3,1,Houses,2
Deurne,2100,Province of Antwerp,Apartment,apartment,229900.0,3.0,102,0,0,0,1,11.0,0,0.0,0,0.0,0.0,B,128.0,Not specified,7,2,2,0,Apartments,1
Bonsin,5377,Province of Namur,House,house,685000.0,3.0,524,1,0,0,0,0.0,0,0.0,0,10000.0,0.0,D,325.0,Not specified,7,4,10,1,Houses,2
Antwerpen-noord,2060,Province of Antwerp,House,apartment-block,699000.0,6.0,265,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,187.0,Good,4,2,2,1,Specialized Properties,3
Ganshoren,1083,Brussels-Capital Region,Apartment,apartment,229990.0,2.0,81,1,0,0,1,8.0,1,300.0,0,0.0,2.0,C,123.0,Just renovated,5,3,1,0,Apartments,1
Flemalle-haute,4400,Province of Liège,House,house,155000.0,3.0,108,1,0,0,1,10.0,1,100.0,0,186.0,2.0,D,329.0,To renovate,2,4,6,1,Houses,2
Kruisem,9770,Province of East Flanders,House,villa,695000.0,6.0,338,0,0,0,0,0.0,1,5000.0,0,5757.0,4.0,C,235.0,To be done up,3,3,3,1,Luxury Properties,4
Antwerpen,2000,Province of Antwerp,Apartment,triplex,1250000.0,3.0,276,1,0,0,1,127.0,0,0.0,0,0.0,2.0,B,146.0,As new,6,2,2,0,Apartments,1
Halle,1500,Province of Flemish Brabant,Apartment,apartment,359000.0,2.0,95,1,0,0,0,0.0,0,0.0,0,0.0,2.0,A,47.0,Good,4,1,5,0,Apartments,1
Harelbeke,8530,Province of West Flanders,House,house,155000.0,3.0,127,0,0,0,0,0.0,0,0.0,0,143.0,2.0,E,428.0,Good,4,5,4,1,Houses,2
Sint-niklaas,9100,Province of East Flanders,Apartment,apartment,430000.0,3.0,141,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,91.0,Not specified,7,1,3,0,Apartments,1
Jodoigne,1370,Province of Walloon Brabant,House,apartment-block,900000.0,6.0,570,1,0,0,0,0.0,0,0.0,0,2130.0,0.0,Not specified,317.0,Not specified,7,8,7,1,Specialized Properties,3
Etterbeek,1040,Brussels-Capital Region,Apartment,apartment,895000.0,4.0,208,1,0,0,1,16.0,0,0.0,0,0.0,2.0,D,157.0,As new,6,4,1,0,Apartments,1
Antwerpen,2000,Province of Antwerp,House,mixed-use-building,745000.0,5.0,300,0,0,0,0,0.0,0,0.0,0,67.0,0.0,D,322.0,Not specified,7,4,2,1,Specialized Properties,3
Aalst,9300,Province of East Flanders,House,house,129000.0,2.0,130,0,0,0,0,0.0,0,0.0,0,180.0,2.0,F,513.0,To renovate,2,6,3,1,Houses,2
Obaix,6230,Province of Hainaut,House,house,240000.0,3.0,150,1,0,0,0,0.0,1,350.0,0,460.0,3.0,E,419.0,To be done up,3,5,9,1,Houses,2
Rhode-saint-genese,1640,Province of Flemish Brabant,House,house,379000.0,3.0,150,1,0,0,1,10.0,1,271.0,0,372.0,3.0,D,399.0,Good,4,4,5,1,Houses,2
Nijlen,2560,Province of Antwerp,House,exceptional-property,995000.0,3.0,283,0,0,0,0,0.0,0,0.0,1,3338.0,3.0,A,100.0,Good,4,1,2,1,Luxury Properties,4
Bocholt,3950,Province of Limburg,House,house,375000.0,3.0,162,0,1,0,0,0.0,0,0.0,0,604.0,0.0,C,206.0,Good,4,3,11,1,Houses,2
Sprimont,4140,Province of Liège,House,house,159000.0,3.0,96,1,0,0,1,7.0,1,74.0,0,179.0,3.0,G,561.0,Good,4,7,6,1,Houses,2
Westende,8434,Province of West Flanders,Apartment,apartment,230000.0,1.0,69,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,297.0,Good,4,3,4,0,Apartments,1
Sint-jans-molenbeek,1080,Brussels-Capital Region,House,house,749000.0,3.0,234,0,0,0,1,25.0,0,0.0,0,0.0,2.0,Not specified,317.0,Not specified,7,8,1,1,Houses,2
De-panne,8660,Province of West Flanders,House,house,1245000.0,5.0,591,0,0,0,0,0.0,0,0.0,0,591.0,0.0,B,105.0,Good,4,2,4,1,Houses,2
Molenbeek-saint-jean,1080,Brussels-Capital Region,Apartment,apartment,240000.0,2.0,105,1,0,0,1,7.0,0,0.0,0,0.0,0.0,C,128.0,Good,4,3,1,0,Apartments,1
Wavre,1300,Province of Walloon Brabant,House,villa,756500.0,5.0,360,0,0,1,1,30.0,1,1479.0,0,2521.0,4.0,E,365.0,Not specified,7,5,7,1,Luxury Properties,4
Aartselaar,2630,Province of Antwerp,House,house,1285000.0,3.0,271,1,0,0,1,110.0,0,0.0,0,9247.0,4.0,B,151.0,As new,6,2,2,1,Houses,2
Forest,1190,Brussels-Capital Region,Apartment,apartment,425000.0,2.0,80,1,0,0,0,0.0,0,0.0,0,0.0,3.0,B,83.0,Just renovated,5,2,1,0,Apartments,1
Ciney,5590,Province of Namur,House,house,270000.0,3.0,130,0,0,0,0,0.0,1,768.0,0,768.0,4.0,B,153.0,Just renovated,5,2,10,1,Houses,2
Berendrecht,2040,Province of Antwerp,Apartment,apartment,199000.0,1.0,63,1,0,0,1,4.0,0,0.0,0,0.0,0.0,B,110.0,To be done up,3,2,2,0,Apartments,1
