Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,State of the Building_Numeric,PEB_Numeric,Province_Numeric,Type of Property_Numeric,Subtype of Property_Grouped,Subtype of Property_Grouped_Numeric
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,425000.0,2.0,80,1,0,0,0,0.0,0,0.0,0,0.0,3.0,B,83.0,Just renovated,5,2,1,0,Apartments,1
La-louviere,7100,Province of Hainaut,House,house,238000.0,3.0,154,1,0,0,1,30.0,1,80.0,0,261.0,2.0,C,254.0,Good,4,3,9,1,Houses,2
Jumet,6040,Province of Hainaut,House,house,169000.0,2.0,95,0,0,0,0,0.0,0,0.0,0,250.0,2.0,E,382.0,To renovate,2,5,9,1,Houses,2
Uccle,1180,Brussels-Capital Region,House,villa,1495000.0,3.0,230,1,0,0,1,30.0,1,800.0,0,950.0,3.0,F,293.0,As new,6,6,1,1,Luxury Properties,4
Woluwe-saint-lambert,1200,Brussels-Capital Region,House,house,795000.0,5.0,300,1,0,0,0,0.0,1,78.0,0,186.0,0.0,D,200.0,To renovate,2,4,1,1,Houses,2
Deerlijk,8540,Province of West Flanders,Apartment,apartment,240000.0,1.0,75,0,0,0,1,18.0,0,0.0,0,0.0,0.0,A,26.0,Good,4,1,4,0,Apartments,1
Serskamp,9260,Province of East Flanders,House,house,169000.0,3.0,122,0,0,0,0,0.0,1,93.0,0,245.0,2.0,D,338.0,To be done up,3,4,3,1,Houses,2
Schaerbeek,1030,Brussels-Capital Region,Apartment,apartment,579000.0,2.0,547,1,0,0,1,70.0,0,0.0,0,0.0,3.0,Not specified,317.0,To renovate,2,8,1,0,Apartments,1
Bonheiden,2820,Province of Antwerp,House,house,519000.0,4.0,225,1,0,0,0,0.0,0,0.0,0,1230.0,4.0,D,353.0,Not specified,7,4,2,1,Houses,2
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,453000.0,2.0,118,1,0,0,1,11.0,0,0.0,0,0.0,2.0,D,210.0,As new,6,4,1,0,Apartments,1
Liege,4030,Province of Liège,House,house,169500.0,2.0,103,1,0,0,1,40.0,0,0.0,0,93.0,2.0,D,278.0,Good,4,4,6,1,Houses,2
Heist-aan-zee,8301,Province of West Flanders,Apartment,apartment,295000.0,2.0,84,0,0,0,0,0.0,0,0.0,0,0.0,2.0,D,364.0,To be done up,3,4,4,0,Apartments,1
Deerlijk,8540,Province of West Flanders,Apartment,apartment,244750.0,1.0,75,0,0,0,1,18.0,0,0.0,0,0.0,0.0,A,29.0,Good,4,1,4,0,Apartments,1
Braine-lalleud,1420,Province of Walloon Brabant,House,house,812500.0,6.0,338,1,0,0,0,0.0,0,0.0,0,1138.0,4.0,A,317.0,Not specified,7,1,7,1,Houses,2
Antwerpen,2000,Province of Antwerp,Apartment,apartment,725000.0,1.0,259,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,162.0,Good,4,2,2,0,Apartments,1
Nijlen,2560,Province of Antwerp,House,house,655000.0,4.0,380,1,0,0,0,0.0,0,0.0,0,1140.0,4.0,C,264.0,Not specified,7,3,2,1,Houses,2
Vottem,4041,Province of Liège,House,apartment-block,390000.0,2.0,139,0,0,0,1,51.0,0,0.0,0,410.0,2.0,F,445.0,Not specified,7,6,6,1,Specialized Properties,3
Willebroek,2830,Province of Antwerp,House,house,170000.0,2.0,113,0,0,0,0,0.0,0,0.0,0,283.0,4.0,F,661.0,To renovate,2,6,2,1,Houses,2
Ruisbroek,1601,Province of Flemish Brabant,Apartment,apartment,245000.0,2.0,77,1,0,0,0,0.0,0,0.0,0,0.0,0.0,B,121.0,Just renovated,5,2,5,0,Apartments,1
Antwerpen,2000,Province of Antwerp,Apartment,penthouse,2170000.0,3.0,302,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,187.0,Good,4,2,2,0,Apartments,1
Bousval,1470,Province of Walloon Brabant,House,villa,945000.0,6.0,300,0,0,1,1,65.0,0,0.0,0,3856.0,4.0,B,150.0,Not specified,7,2,7,1,Luxury Properties,4
Nieuwpoort,8620,Province of West Flanders,House,villa,995000.0,3.0,211,1,0,0,0,0.0,0,0.0,0,666.0,0.0,F,579.0,To renovate,2,6,4,1,Luxury Properties,4
Maldegem,9990,Province of East Flanders,House,house,247000.0,2.0,135,0,0,0,0,0.0,0,0.0,0,927.0,4.0,F,961.0,To renovate,2,6,3,1,Houses,2
Houthulst,8650,Province of West Flanders,Apartment,duplex,139000.0,3.0,100,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,269.0,Good,4,3,4,0,Apartments,1
Liege,4020,Province of Liège,House,house,699000.0,6.0,365,0,0,0,0,0.0,0,0.0,0,0.0,3.0,E,405.0,As new,6,5,6,1,Houses,2
Oostende,8400,Province of West Flanders,House,house,170000.0,4.0,151,0,0,0,0,0.0,0,0.0,0,44.0,2.0,C,270.0,To be done up,3,3,4,1,Houses,2
Aartselaar,2630,Province of Antwerp,House,house,524000.0,6.0,212,0,0,0,0,0.0,1,372.0,0,466.0,3.0,D,385.0,Not specified,7,4,2,1,Houses,2
Antwerpen-wilrijk,2610,Province of Antwerp,House,apartment-block,829000.0,8.0,440,1,0,0,0,0.0,0,0.0,0,229.0,2.0,C,206.0,Good,4,3,2,1,Specialized Properties,3
Heist-op-den-berg,2220,Province of Antwerp,House,house,376000.0,3.0,157,1,0,0,0,0.0,0,0.0,0,1359.0,4.0,E,486.0,To renovate,2,5,2,1,Houses,2
Heusden,9070,Province of East Flanders,House,house,199000.0,2.0,91,0,0,0,0,0.0,1,130.0,0,130.0,0.0,E,404.0,To be done up,3,5,3,1,Houses,2
Heist-aan-zee,8301,Province of West Flanders,Apartment,apartment,245000.0,1.0,74,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,153.0,Good,4,2,4,0,Apartments,1
Geraardsbergen,9500,Province of East Flanders,House,house,1009400.0,3.0,250,1,0,0,1,100.0,0,0.0,0,1515.0,4.0,B,172.0,Not specified,7,2,3,1,Houses,2
Diepenbeek,3590,Province of Limburg,House,mixed-use-building,559000.0,5.0,452,1,0,0,0,0.0,0,0.0,0,213.0,2.0,C,279.0,Good,4,3,11,1,Specialized Properties,3
Reet,2840,Province of Antwerp,House,villa,995000.0,7.0,498,0,0,0,0,0.0,0,0.0,0,5170.0,4.0,F,719.0,Not specified,7,6,2,1,Luxury Properties,4
Gentbrugge,9050,Province of East Flanders,Apartment,apartment,269000.0,2.0,96,0,0,0,0,0.0,0,0.0,0,0.0,0.0,C,214.0,Good,4,3,3,0,Apartments,1
Halle,1500,Province of Flemish Brabant,Apartment,apartment,249000.0,2.0,93,1,0,0,0,0.0,0,0.0,0,0.0,2.0,A,90.0,Good,4,1,5,0,Apartments,1
Grimbergen,1850,Province of Flemish Brabant,House,house,525000.0,3.0,242,1,0,0,0,0.0,0,0.0,0,187.0,2.0,A,25.0,As new,6,1,5,1,Houses,2
Kalmthout,2920,Province of Antwerp,House,house,1275000.0,5.0,410,1,0,0,0,0.0,0,0.0,0,9847.0,4.0,B,193.0,Not specified,7,2,2,1,Houses,2
Waterloo,1410,Province of Walloon Brabant,House,villa,1100000.0,6.0,400,1,0,1,1,1.0,1,1.0,0,1990.0,4.0,C,323.0,To renovate,2,3,7,1,Luxury Properties,4
Quaregnon,7390,Province of Hainaut,House,house,85000.0,3.0,90,1,0,0,1,17.0,1,30.0,0,107.0,2.0,G,618.0,To renovate,2,7,9,1,Houses,2
Geraardsbergen,9500,Province of East Flanders,House,house,179000.0,3.0,90,1,0,0,0,0.0,0,0.0,0,49.0,3.0,C,283.0,As new,6,3,3,1,Houses,2
Zeebrugge,8380,Province of West Flanders,Apartment,apartment,249000.0,2.0,79,0,0,0,0,0.0,0,0.0,0,0.0,0.0,C,317.0,Good,4,3,4,0,Apartments,1
Ans,4430,Province of Liège,House,apartment-block,535000.0,5.0,390,1,0,0,1,52.0,0,0.0,0,142.0,2.0,Not specified,317.0,As new,6,8,6,1,Specialized Properties,3
Lierde,9570,Province of East Flanders,House,house,250000.0,2.0,128,0,0,0,0,0.0,0,0.0,0,1440.0,0.0,F,751.0,Good,4,6,3,1,Houses,2
La-hulpe,1310,Province of Walloon Brabant,House,exceptional-property,1350000.0,6.0,800,1,0,0,1,75.0,1,3089.0,1,3089.0,4.0,B,163.0,As new,6,2,7,1,Luxury Properties,4
Merelbeke,9820,Province of East Flanders,House,house,460000.0,3.0,153,0,0,1,0,0.0,0,0.0,0,1345.0,0.0,C,269.0,Good,4,3,3,1,Houses,2
Waregem,8790,Province of West Flanders,House,house,170000.0,3.0,160,0,0,1,0,0.0,0,0.0,0,155.0,2.0,E,434.0,To renovate,2,5,4,1,Houses,2
Brugge,8000,Province of West Flanders,House,house,245000.0,2.0,81,1,0,0,0,0.0,0,0.0,0,51.0,2.0,C,286.0,Good,4,3,4,1,Houses,2
Ronse,9600,Province of East Flanders,House,house,175000.0,4.0,194,0,0,0,1,20.0,1,100.0,0,200.0,2.0,D,345.0,To be done up,3,4,3,1,Houses,2
Merelbeke,9820,Province of East Flanders,House,bungalow,460000.0,3.0,153,0,0,1,0,0.0,0,0.0,0,1345.0,0.0,C,269.0,Good,4,3,3,1,Houses,2
Seraing,4101,Province of Liège,House,mixed-use-building,189000.0,3.0,200,1,0,0,0,0.0,0,0.0,0,510.0,2.0,G,514.0,Just renovated,5,7,6,1,Specialized Properties,3
Deerlijk,8540,Province of West Flanders,Apartment,apartment,249000.0,1.0,79,1,0,0,1,12.0,0,0.0,0,0.0,0.0,A,56.0,Good,4,1,4,0,Apartments,1
Beersel,1652,Province of Flemish Brabant,House,house,550000.0,3.0,210,1,0,0,1,30.0,1,634.0,0,634.0,4.0,D,321.0,As new,6,4,5,1,Houses,2
Waarmaarde,8581,Province of West Flanders,House,house,258000.0,3.0,150,1,0,0,0,0.0,1,613.0,0,613.0,0.0,F,872.0,To renovate,2,6,4,1,Houses,2
Huy,4500,Province of Liège,Apartment,apartment,250000.0,2.0,112,1,0,0,1,14.0,1,79.0,0,0.0,3.0,B,101.0,Not specified,7,2,6,0,Apartments,1
Kortrijk,8500,Province of West Flanders,House,villa,550000.0,4.0,246,1,0,1,0,0.0,0,0.0,0,377.0,4.0,C,294.0,Not specified,7,3,4,1,Luxury Properties,4
Ixelles,1050,Brussels-Capital Region,House,house,1650000.0,4.0,350,0,0,0,0,0.0,1,62.0,0,130.0,2.0,Not specified,317.0,As new,6,8,1,1,Houses,2
Watermael-boitsfort,1170,Brussels-Capital Region,House,house,1280000.0,5.0,467,0,0,0,0,0.0,0,0.0,0,424.0,2.0,D,205.0,Not specified,7,4,1,1,Houses,2
Flemalle,4400,Province of Liège,House,house,265000.0,3.0,133,1,0,0,1,37.0,1,288.0,0,390.0,3.0,F,435.0,Good,4,6,6,1,Houses,2
Melle,9090,Province of East Flanders,House,house,249000.0,2.0,113,1,0,0,0,0.0,0,0.0,0,362.0,2.0,D,377.0,Good,4,4,3,1,Houses,2
Herstal,4040,Province of Liège,House,house,199000.0,3.0,145,1,0,0,1,34.0,1,60.0,0,205.0,4.0,F,468.0,Good,4,6,6,1,Houses,2
Wevelgem,8560,Province of West Flanders,House,house,599000.0,5.0,381,0,0,0,0,0.0,1,370.0,0,635.0,2.0,C,205.0,As new,6,3,4,1,Houses,2
Braine-lalleud,1420,Province of Walloon Brabant,House,exceptional-property,2195000.0,6.0,900,1,0,0,0,0.0,1,3000.0,0,4970.0,4.0,E,368.0,Good,4,5,7,1,Luxury Properties,4
Gent,9000,Province of East Flanders,House,house,379000.0,3.0,125,1,0,0,0,0.0,0,0.0,0,99.0,0.0,D,359.0,To renovate,2,4,3,1,Houses,2
Knokke-heist,8300,Province of West Flanders,House,apartment-block,1410000.0,4.0,234,1,1,0,0,0.0,0,0.0,0,142.0,3.0,A,83.0,Good,4,1,4,1,Specialized Properties,3
Lier,2500,Province of Antwerp,House,house,262000.0,2.0,151,0,0,0,0,0.0,0,0.0,0,211.0,0.0,F,724.0,To be done up,3,6,2,1,Houses,2
Engis,4480,Province of Liège,House,house,199000.0,4.0,127,1,0,0,1,108.0,1,287.0,0,468.0,3.0,E,414.0,Good,4,5,6,1,Houses,2
Izegem,8870,Province of West Flanders,Apartment,service-flat,257500.0,1.0,67,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,55.0,As new,6,1,4,0,Apartments,1
Grimbergen,1850,Province of Flemish Brabant,House,apartment-block,645000.0,4.0,280,1,0,0,0,0.0,0,0.0,0,378.0,3.0,B,168.0,Not specified,7,2,5,1,Specialized Properties,3
Liege,4000,Province of Liège,House,exceptional-property,1499000.0,1.0,983,0,0,0,0,0.0,0,0.0,0,355.0,2.0,Not specified,317.0,Good,4,8,6,1,Luxury Properties,4
Brasschaat,2930,Province of Antwerp,House,exceptional-property,2995000.0,5.0,800,0,0,0,0,0.0,0,0.0,1,11000.0,4.0,E,455.0,Good,4,5,2,1,Luxury Properties,4
Hoboken,2660,Province of Antwerp,House,house,280000.0,6.0,88,1,0,0,1,14.0,1,55.0,0,155.0,2.0,F,568.0,Good,4,6,2,1,Houses,2
Verviers,4800,Province of Liège,House,house,199000.0,3.0,135,1,0,0,1,27.0,1,27.0,0,111.0,2.0,D,276.0,Good,4,4,6,1,Houses,2
Bruxelles,1020,Brussels-Capital Region,Apartment,apartment,259000.0,3.0,110,1,0,0,1,2.0,0,0.0,0,0.0,2.0,E,317.0,Good,4,5,1,0,Apartments,1
Mouscron,7700,Province of Hainaut,House,villa,1190000.0,4.0,500,0,0,1,0,0.0,0,0.0,0,3578.0,4.0,C,221.0,Not specified,7,3,9,1,Luxury Properties,4
Waasmunster,9250,Province of East Flanders,House,villa,1500000.0,3.0,284,0,0,0,1,27.0,1,204.0,0,304.0,4.0,Not specified,317.0,Good,4,8,3,1,Luxury Properties,4
Ixelles,1050,Brussels-Capital Region,House,house,1280000.0,5.0,467,0,0,0,0,0.0,0,0.0,0,424.0,2.0,D,205.0,Not specified,7,4,1,1,Houses,2
Gentbrugge,9050,Province of East Flanders,Apartment,apartment,216750.0,2.0,49,1,0,0,1,1.0,0,0.0,0,0.0,2.0,C,220.0,Good,4,3,3,0,Apartments,1
Herstal,4040,Province of Liège,House,house,199000.0,2.0,99,1,0,0,1,8.0,0,0.0,0,170.0,2.0,G,544.0,Good,4,7,6,1,Houses,2
Yvoir,5530,Province of Namur,Apartment,apartment,256000.0,2.0,104,1,0,0,1,4.0,0,0.0,0,0.0,2.0,Not specified,317.0,Just renovated,5,8,10,0,Apartments,1
Gentbrugge,9050,Province of East Flanders,House,house,467000.0,3.0,146,1,0,0,0,0.0,1,100.0,0,188.0,2.0,Not specified,317.0,As new,6,8,3,1,Houses,2
Grimbergen,1850,Province of Flemish Brabant,House,house,645000.0,4.0,280,1,0,0,0,0.0,0,0.0,0,378.0,3.0,B,168.0,Not specified,7,2,5,1,Houses,2
Stekene,9190,Province of East Flanders,House,house,1600000.0,4.0,713,0,0,0,0,0.0,0,0.0,0,1784.0,2.0,D,319.0,Not specified,7,4,3,1,Houses,2
Flemalle-haute,4400,Province of Liège,House,house,209000.0,3.0,130,0,0,0,1,25.0,1,140.0,0,262.0,2.0,F,438.0,Good,4,6,6,1,Houses,2
Strombeek-bever,1853,Province of Flemish Brabant,House,house,525000.0,5.0,256,0,0,0,0,0.0,0,0.0,0,247.0,2.0,C,203.0,Not specified,7,3,5,1,Houses,2
Bruxelles,1000,Brussels-Capital Region,House,exceptional-property,1650000.0,5.0,635,1,0,0,1,23.0,0,0.0,0,0.0,2.0,C,143.0,Just renovated,5,3,1,1,Luxury Properties,4
Gent,9000,Province of East Flanders,Apartment,apartment,368500.0,2.0,97,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,175.0,To renovate,2,2,3,0,Apartments,1
Woluwe-saint-lambert,1200,Brussels-Capital Region,House,house,415000.0,3.0,120,1,0,0,1,14.0,1,52.0,0,155.0,2.0,G,655.0,To renovate,2,7,1,1,Houses,2
Braives,4260,Province of Liège,House,house,210000.0,4.0,125,1,0,0,0,0.0,1,600.0,0,802.0,2.0,G,591.0,To renovate,2,7,6,1,Houses,2
Cortil-wodon,5380,Province of Namur,House,house,745000.0,4.0,270,1,0,0,0,0.0,1,6680.0,0,6962.0,4.0,B,129.0,Good,4,2,10,1,Houses,2
Beveren-waas,9120,Province of East Flanders,Apartment,apartment,490000.0,3.0,195,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,174.0,As new,6,2,3,0,Apartments,1
Schaarbeek,1030,Brussels-Capital Region,Apartment,apartment,137500.0,1.0,28,1,0,0,1,2.0,0,0.0,0,0.0,4.0,G,527.0,Good,4,7,1,0,Apartments,1
Oostrozebeke,8780,Province of West Flanders,Apartment,apartment,149000.0,2.0,117,1,0,0,1,7.0,0,0.0,0,0.0,2.0,B,133.0,Good,4,2,4,0,Apartments,1
Knokke-heist,8300,Province of West Flanders,House,villa,5695000.0,6.0,289,1,0,0,0,0.0,0,0.0,0,988.0,4.0,B,198.0,As new,6,2,4,1,Luxury Properties,4
Gentbrugge,9050,Province of East Flanders,House,house,469000.0,3.0,144,1,0,0,0,0.0,1,117.0,0,215.0,2.0,Not specified,317.0,As new,6,8,3,1,Houses,2
Nivelles,1400,Province of Walloon Brabant,House,house,350000.0,3.0,136,1,0,1,0,0.0,1,450.0,0,646.0,4.0,D,323.0,Good,4,4,7,1,Houses,2
Kortrijk,8500,Province of West Flanders,Apartment,apartment,259000.0,2.0,99,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,210.0,Good,4,3,4,0,Apartments,1
Merksem,2170,Province of Antwerp,Apartment,apartment,259900.0,2.0,105,1,0,0,1,10.0,0,0.0,0,0.0,2.0,B,176.0,Good,4,2,2,0,Apartments,1
Berlaar,2590,Province of Antwerp,House,house,529000.0,4.0,215,0,0,0,0,0.0,0,0.0,0,983.0,4.0,B,157.0,As new,6,2,2,1,Houses,2
Etterbeek,1040,Brussels-Capital Region,House,house,1650000.0,1.0,493,1,0,0,0,0.0,1,219.0,0,500.0,2.0,E,223.0,Good,4,5,1,1,Houses,2
Huy,4500,Province of Liège,Apartment,apartment,115000.0,1.0,60,0,0,0,1,5.0,0,0.0,0,0.0,2.0,C,251.0,Good,4,3,6,0,Apartments,1
Blankenberge,8370,Province of West Flanders,Apartment,apartment,265000.0,1.0,68,0,0,0,0,0.0,0,0.0,0,0.0,0.0,A,84.0,To be done up,3,1,4,0,Apartments,1
Kortrijk,8500,Province of West Flanders,Apartment,apartment,115000.0,1.0,59,0,0,0,0,0.0,0,0.0,0,0.0,0.0,D,388.0,Not specified,7,4,4,0,Apartments,1
Merchtem,1785,Province of Flemish Brabant,Apartment,apartment,269000.0,1.0,91,1,0,0,1,4.0,0,0.0,0,0.0,2.0,Not specified,317.0,Good,4,8,5,0,Apartments,1
Watermael-boitsfort,1170,Brussels-Capital Region,House,house,895000.0,6.0,284,0,0,0,1,30.0,0,0.0,0,630.0,3.0,F,295.0,To be done up,3,6,1,1,Houses,2
Oud-heverlee,3050,Province of Flemish Brabant,House,house,1850000.0,4.0,376,1,0,0,0,0.0,0,0.0,1,1771.0,4.0,Not specified,317.0,As new,6,8,5,1,Houses,2
Gent,9040,Province of East Flanders,House,exceptional-property,299000.0,2.0,118,1,0,0,1,20.0,1,60.0,0,120.0,2.0,C,284.0,Good,4,3,3,1,Luxury Properties,4
Brugge,8000,Province of West Flanders,Apartment,service-flat,120000.0,1.0,49,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,155.0,Good,4,2,4,0,Apartments,1
Mol,2400,Province of Antwerp,Apartment,penthouse,269000.0,2.0,81,1,0,0,1,15.0,0,0.0,0,0.0,2.0,A,317.0,Not specified,7,1,2,0,Apartments,1
Kapellen,2950,Province of Antwerp,House,villa,1200000.0,5.0,527,1,0,1,1,75.0,0,0.0,1,6972.0,4.0,B,199.0,As new,6,2,2,1,Luxury Properties,4
Brussel,1000,Brussels-Capital Region,House,apartment-block,545000.0,8.0,268,0,0,0,0,0.0,0,0.0,0,0.0,2.0,E,245.0,To renovate,2,5,1,1,Specialized Properties,3
Antwerpen,2018,Province of Antwerp,House,house,560000.0,4.0,318,0,0,0,0,0.0,0,0.0,0,318.0,0.0,F,642.0,Not specified,7,6,2,1,Houses,2
Brakel,9660,Province of East Flanders,House,exceptional-property,875000.0,5.0,365,1,0,0,1,56.0,1,2000.0,0,1970.0,4.0,C,282.0,As new,6,3,3,1,Luxury Properties,4
Keerbergen,3140,Province of Flemish Brabant,House,villa,1700000.0,4.0,380,0,0,0,0,0.0,0,0.0,0,4500.0,4.0,A,73.0,As new,6,1,5,1,Luxury Properties,4
Deurne,2100,Province of Antwerp,Apartment,apartment,199000.0,2.0,85,0,0,0,0,0.0,0,0.0,0,0.0,2.0,B,196.0,As new,6,2,2,0,Apartments,1
Flemalle,4400,Province of Liège,House,house,239000.0,5.0,130,0,0,0,1,70.0,0,0.0,0,102.0,2.0,C,184.0,To be done up,3,3,6,1,Houses,2
Aubange,6792,Province of Luxembourg,House,house,542000.0,3.0,245,1,0,1,1,1.0,1,1.0,1,770.0,4.0,B,109.0,To be done up,3,2,8,1,Houses,2
Hamme,9220,Province of East Flanders,House,house,239000.0,2.0,165,1,0,0,0,0.0,0,0.0,0,190.0,2.0,D,367.0,Good,4,4,3,1,Houses,2
Louvain-la-neuve,1348,Province of Walloon Brabant,House,house,1950000.0,2.0,1000,0,0,0,0,0.0,0,0.0,0,27658.0,0.0,D,338.0,Just renovated,5,4,7,1,Houses,2
Blankenberge,8370,Province of West Flanders,Apartment,apartment,399000.0,2.0,82,1,1,0,0,0.0,0,0.0,0,0.0,2.0,A,96.0,Good,4,1,4,0,Apartments,1
Saint-nicolas,4420,Province of Liège,House,house,249000.0,3.0,110,0,0,0,1,50.0,1,200.0,0,290.0,4.0,E,378.0,Good,4,5,6,1,Houses,2
Turnhout,2300,Province of Antwerp,House,villa,549000.0,5.0,276,0,0,0,0,0.0,0,0.0,1,834.0,4.0,C,216.0,Good,4,3,2,1,Luxury Properties,4
Aspelare,9404,Province of East Flanders,House,house,399000.0,3.0,180,0,0,0,0,0.0,0,0.0,0,0.0,0.0,F,700.0,To renovate,2,6,3,1,Houses,2
Louvain-la-neuve,1348,Province of Walloon Brabant,House,mixed-use-building,1950000.0,2.0,1000,0,0,0,0,0.0,0,0.0,0,27658.0,0.0,D,338.0,Just renovated,5,4,7,1,Specialized Properties,3
Assesse,5330,Province of Namur,House,bungalow,249000.0,3.0,92,0,0,0,1,60.0,1,859.0,0,1041.0,4.0,G,561.0,Good,4,7,10,1,Houses,2
Oostende,8400,Province of West Flanders,Apartment,flat-studio,269000.0,1.0,44,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,157.0,Just renovated,5,2,4,0,Apartments,1
Kraainem,1950,Province of Flemish Brabant,House,house,1495000.0,5.0,454,1,0,0,1,24.0,1,1000.0,1,1791.0,4.0,B,148.0,As new,6,2,5,1,Houses,2
Genk,3600,Province of Limburg,House,villa,549000.0,4.0,300,0,0,0,0,0.0,0,0.0,0,4605.0,4.0,C,240.0,To be done up,3,3,11,1,Luxury Properties,4
Saint-nicolas,4420,Province of Liège,House,house,239000.0,2.0,111,1,0,0,1,39.0,1,291.0,0,437.0,3.0,E,349.0,Good,4,5,6,1,Houses,2
Walhain,1457,Province of Walloon Brabant,House,mixed-use-building,1950000.0,2.0,1000,0,0,0,0,0.0,0,0.0,0,27658.0,0.0,D,338.0,Just renovated,5,4,7,1,Specialized Properties,3
Bierghes,1430,Province of Walloon Brabant,House,house,250000.0,3.0,180,0,0,0,1,35.0,0,0.0,0,859.0,3.0,F,451.0,To renovate,2,6,7,1,Houses,2
Zottegem,9620,Province of East Flanders,Apartment,apartment,269000.0,1.0,84,0,0,0,1,11.0,0,0.0,0,0.0,0.0,A,16.0,Not specified,7,1,3,0,Apartments,1
Uccle,1180,Brussels-Capital Region,House,villa,1695000.0,3.0,450,1,0,0,1,60.0,1,233.0,0,412.0,3.0,G,384.0,Good,4,7,1,1,Luxury Properties,4
Lommel,3920,Province of Limburg,House,country-cottage,549000.0,3.0,280,0,0,0,0,0.0,0,0.0,0,1500.0,4.0,C,281.0,Good,4,3,11,1,Houses,2
Walhain,1457,Province of Walloon Brabant,House,house,1950000.0,2.0,1000,0,0,0,0,0.0,0,0.0,0,27658.0,0.0,D,338.0,Just renovated,5,4,7,1,Houses,2
Antwerpen,2020,Province of Antwerp,Apartment,apartment,165000.0,2.0,80,1,0,0,0,0.0,0,0.0,0,0.0,2.0,D,344.0,Good,4,4,2,0,Apartments,1
Edingen,7850,Province of Hainaut,House,house,250000.0,3.0,180,0,0,0,1,35.0,0,0.0,0,859.0,3.0,F,451.0,To renovate,2,6,9,1,Houses,2
Oudenaarde,9700,Province of East Flanders,Apartment,apartment,269000.0,2.0,74,0,1,0,0,0.0,0,0.0,0,0.0,2.0,Not specified,317.0,Good,4,8,3,0,Apartments,1
Antwerpen,2018,Province of Antwerp,House,house,1820000.0,3.0,537,0,0,0,0,0.0,1,450.0,0,0.0,2.0,B,166.0,Good,4,2,2,1,Houses,2
Ertvelde,9940,Province of East Flanders,House,house,287000.0,3.0,144,0,0,0,0,0.0,1,189.0,0,189.0,0.0,C,216.0,Good,4,3,3,1,Houses,2
Antwerpen,2610,Province of Antwerp,Apartment,ground-floor,269000.0,2.0,95,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,317.0,Just renovated,5,3,2,0,Apartments,1
Damme,8340,Province of West Flanders,House,mixed-use-building,1350000.0,10.0,899,1,0,0,1,50.0,0,0.0,0,30471.0,4.0,C,241.0,As new,6,3,4,1,Specialized Properties,3
Vilvoorde,1800,Province of Flemish Brabant,Apartment,apartment,160000.0,1.0,55,0,0,0,0,0.0,0,0.0,0,0.0,0.0,C,207.0,To renovate,2,3,5,0,Apartments,1
Lochristi,9080,Province of East Flanders,House,house,549000.0,3.0,225,1,0,0,1,30.0,1,750.0,0,940.0,4.0,C,298.0,Just renovated,5,3,3,1,Houses,2
Antwerpen,2000,Province of Antwerp,House,apartment-block,2222000.0,9.0,474,0,0,0,0,0.0,0,0.0,0,0.0,2.0,A,94.0,Good,4,1,2,1,Specialized Properties,3
Etterbeek,1040,Brussels-Capital Region,Apartment,flat-studio,220000.0,0.0,45,1,0,0,1,6.0,0,0.0,0,0.0,4.0,E,239.0,Good,4,5,1,0,Apartments,1
Deerlijk,8540,Province of West Flanders,Apartment,apartment,274954.0,2.0,86,0,0,0,1,6.0,1,144.0,0,0.0,0.0,A,30.0,Good,4,1,4,0,Apartments,1
Mechelen,2800,Province of Antwerp,House,mansion,2395000.0,8.0,1035,0,0,0,0,0.0,0,0.0,0,1024.0,2.0,E,426.0,Not specified,7,5,2,1,Luxury Properties,4
Deurne,2100,Province of Antwerp,Apartment,apartment,245000.0,2.0,70,1,1,0,1,10.0,0,0.0,0,0.0,2.0,B,317.0,As new,6,2,2,0,Apartments,1
Blankenberge,8370,Province of West Flanders,Apartment,apartment,169000.0,1.0,65,1,1,0,0,0.0,0,0.0,0,0.0,0.0,C,254.0,Good,4,3,4,0,Apartments,1
Borgerhout,2140,Province of Antwerp,House,house,269900.0,4.0,115,1,0,0,0,0.0,1,5.0,0,53.0,2.0,D,302.0,To be done up,3,4,2,1,Houses,2
Evere,1140,Brussels-Capital Region,Apartment,flat-studio,275000.0,1.0,44,1,1,0,1,9.0,0,0.0,0,0.0,2.0,B,75.0,As new,6,2,1,0,Apartments,1
